buying,maint,door,persons,lug_boot,safety,target_label
low,med,4,2,small,high,n_good
low,med,4,2,med,low,n_good
low,med,4,2,med,med,n_good
low,med,4,2,med,high,n_good
low,med,4,2,big,low,n_good
low,med,4,2,big,med,n_good
low,med,4,2,big,high,n_good
low,med,4,4,small,low,n_good
low,med,4,4,small,med,n_good
low,med,4,4,small,high,good
low,med,4,4,med,low,n_good
low,med,4,4,med,med,good
low,med,4,4,med,high,good
low,med,4,4,big,low,n_good
low,med,4,4,big,med,good
low,med,4,4,big,high,good
low,med,4,more,small,low,n_good
low,med,4,more,small,med,n_good
low,med,4,more,small,high,good
low,med,4,more,med,low,n_good
low,med,4,more,med,med,good
low,med,4,more,med,high,good
low,med,4,more,big,low,n_good
low,med,4,more,big,med,good
low,med,4,more,big,high,good
low,med,5more,2,small,low,n_good
low,med,5more,2,small,med,n_good
low,med,5more,2,small,high,n_good
low,med,5more,2,med,low,n_good
low,med,5more,2,med,med,n_good
low,med,5more,2,med,high,n_good
low,med,5more,2,big,low,n_good
low,med,5more,2,big,med,n_good
low,med,5more,2,big,high,n_good
low,med,5more,4,small,low,n_good
low,med,5more,4,small,med,n_good
low,med,5more,4,small,high,good
low,med,5more,4,med,low,n_good
low,med,5more,4,med,med,good
low,med,5more,4,med,high,good
low,med,5more,4,big,low,n_good
low,med,5more,4,big,med,good
low,med,5more,4,big,high,good
low,med,5more,more,small,low,n_good
low,med,5more,more,small,med,n_good
low,med,5more,more,small,high,good
low,med,5more,more,med,low,n_good
low,med,5more,more,med,med,good
low,med,5more,more,med,high,good
low,med,5more,more,big,low,n_good
low,med,5more,more,big,med,good
low,med,5more,more,big,high,good
low,low,2,2,small,low,n_good
low,low,2,2,small,med,n_good
low,low,2,2,small,high,n_good
low,low,2,2,med,low,n_good
low,low,2,2,med,med,n_good
low,low,2,2,med,high,n_good
low,low,2,2,big,low,n_good
low,low,2,2,big,med,n_good
low,low,2,2,big,high,n_good
low,low,2,4,small,low,n_good
low,low,2,4,small,med,n_good
low,low,2,4,small,high,good
low,low,2,4,med,low,n_good
low,low,2,4,med,med,n_good
low,low,2,4,med,high,good
low,low,2,4,big,low,n_good
low,low,2,4,big,med,good
low,low,2,4,big,high,good
low,low,2,more,small,low,n_good
low,low,2,more,small,med,n_good
low,low,2,more,small,high,n_good
low,low,2,more,med,low,n_good
low,low,2,more,med,med,n_good
low,low,2,more,med,high,good
low,low,2,more,big,low,n_good
low,low,2,more,big,med,good
low,low,2,more,big,high,good
low,low,3,2,small,low,n_good
low,low,3,2,small,med,n_good
low,low,3,2,small,high,n_good
low,low,3,2,med,low,n_good
low,low,3,2,med,med,n_good
low,low,3,2,med,high,n_good
low,low,3,2,big,low,n_good
low,low,3,2,big,med,n_good
low,low,3,2,big,high,n_good
low,low,3,4,small,low,n_good
low,low,3,4,small,med,n_good
low,low,3,4,small,high,good
low,low,3,4,med,low,n_good
low,low,3,4,med,med,n_good
low,low,3,4,med,high,good
low,low,3,4,big,low,n_good
low,low,3,4,big,med,good
low,low,3,4,big,high,good
low,low,3,more,small,low,n_good
low,low,3,more,small,med,n_good
low,low,3,more,small,high,good
low,low,3,more,med,low,n_good
low,low,3,more,med,med,good
low,low,3,more,med,high,good
low,low,3,more,big,low,n_good
low,low,3,more,big,med,good
low,low,3,more,big,high,good
low,low,4,2,small,low,n_good
low,low,4,2,small,med,n_good
low,low,4,2,small,high,n_good
low,low,4,2,med,low,n_good
low,low,4,2,med,med,n_good
low,low,4,2,med,high,n_good
low,low,4,2,big,low,n_good
low,low,4,2,big,med,n_good
low,low,4,2,big,high,n_good
low,low,4,4,small,low,n_good
low,low,4,4,small,med,n_good
low,low,4,4,small,high,good
low,low,4,4,med,low,n_good
low,low,4,4,med,med,good
low,low,4,4,med,high,good
low,low,4,4,big,low,n_good
low,low,4,4,big,med,good
low,low,4,4,big,high,good
low,low,4,more,small,low,n_good
low,low,4,more,small,med,n_good
low,low,4,more,small,high,good
low,low,4,more,med,low,n_good
low,low,4,more,med,med,good
low,low,4,more,med,high,good
low,low,4,more,big,low,n_good
low,low,4,more,big,med,good
low,low,4,more,big,high,good
low,low,5more,2,small,low,n_good
low,low,5more,2,small,med,n_good
low,low,5more,2,small,high,n_good
low,low,5more,2,med,low,n_good
low,low,5more,2,med,med,n_good
low,low,5more,2,med,high,n_good
low,low,5more,2,big,low,n_good
low,low,5more,2,big,med,n_good
low,low,5more,2,big,high,n_good
low,low,5more,4,small,low,n_good
low,low,5more,4,small,med,n_good
low,low,5more,4,small,high,good
low,low,5more,4,med,low,n_good
low,low,5more,4,med,med,good
low,low,5more,4,med,high,good
low,low,5more,4,big,low,n_good
low,low,5more,4,big,med,good
low,low,5more,4,big,high,good
low,low,5more,more,small,low,n_good
low,low,5more,more,small,med,n_good
low,low,5more,more,small,high,good
low,low,5more,more,med,low,n_good
low,low,5more,more,med,med,good
low,low,5more,more,med,high,good
low,low,5more,more,big,low,n_good
low,low,5more,more,big,med,good
low,low,5more,more,big,high,good
